https://support.mozilla.org/screenshare-safety-ja,https://support.mozilla.org/t5/Chat-and-share/Share-browser-windows-or-your-screen-with-sites-you-trust/ta-p/29616,https://support.mozilla.org/t5/%E3%83%97%E3%83%A9%E3%82%A4%E3%83%90%E3%82%B7%E3%83%BC%E3%82%92%E4%BF%9D%E8%AD%B7%E3%81%99%E3%82%8B/%E5%AE%89%E5%85%A8%E3%81%A7%E3%81%AA%E3%81%84%E3%83%9A%E3%83%BC%E3%82%B8%E3%81%AE%E3%83%91%E3%82%B9%E3%83%AF%E3%83%BC%E3%83%89%E3%83%95%E3%82%A3%E3%83%BC%E3%83%AB%E3%83%89%E3%81%A7%E8%AD%A6%E5%91%8A%E3%81%95%E3%82%8C%E3%82%8B/ta-p/38206,CSV Supplied ID: 29616,Lithium Returned ID: 38206
https://support.mozilla.org/screenshare-safety-ja-JP-mac,https://support.mozilla.org/t5/Chat-and-share/Share-browser-windows-or-your-screen-with-sites-you-trust/ta-p/29616,https://support.mozilla.org/t5/%E3%83%97%E3%83%A9%E3%82%A4%E3%83%90%E3%82%B7%E3%83%BC%E3%82%92%E4%BF%9D%E8%AD%B7%E3%81%99%E3%82%8B/%E5%AE%89%E5%85%A8%E3%81%A7%E3%81%AA%E3%81%84%E3%83%9A%E3%83%BC%E3%82%B8%E3%81%AE%E3%83%91%E3%82%B9%E3%83%AF%E3%83%BC%E3%83%89%E3%83%95%E3%82%A3%E3%83%BC%E3%83%AB%E3%83%89%E3%81%A7%E8%AD%A6%E5%91%8A%E3%81%95%E3%82%8C%E3%82%8B/ta-p/38206,CSV Supplied ID: 29616,Lithium Returned ID: 38206
https://support.mozilla.org/accounts-blocked-ja,https://support.mozilla.org/t5/Firefox-Sync-Settings/My-sign-in-was-blocked-for-security-reasons-on-Firefox-Accounts/ta-p/29692,https://support.mozilla.org/t5/%E3%83%97%E3%83%A9%E3%82%A4%E3%83%90%E3%82%B7%E3%83%BC%E3%82%92%E4%BF%9D%E8%AD%B7%E3%81%99%E3%82%8B/%E5%AE%89%E5%85%A8%E3%81%A7%E3%81%AA%E3%81%84%E3%83%9A%E3%83%BC%E3%82%B8%E3%81%AE%E3%83%91%E3%82%B9%E3%83%AF%E3%83%BC%E3%83%89%E3%83%95%E3%82%A3%E3%83%BC%E3%83%AB%E3%83%89%E3%81%A7%E8%AD%A6%E5%91%8A%E3%81%95%E3%82%8C%E3%82%8B/ta-p/38206,CSV Supplied ID: 29692,Lithium Returned ID: 38206
https://support.mozilla.org/accounts-blocked-ja-JP-mac,https://support.mozilla.org/t5/Firefox-Sync-Settings/My-sign-in-was-blocked-for-security-reasons-on-Firefox-Accounts/ta-p/29692,https://support.mozilla.org/t5/%E3%83%97%E3%83%A9%E3%82%A4%E3%83%90%E3%82%B7%E3%83%BC%E3%82%92%E4%BF%9D%E8%AD%B7%E3%81%99%E3%82%8B/%E5%AE%89%E5%85%A8%E3%81%A7%E3%81%AA%E3%81%84%E3%83%9A%E3%83%BC%E3%82%B8%E3%81%AE%E3%83%91%E3%82%B9%E3%83%AF%E3%83%BC%E3%83%89%E3%83%95%E3%82%A3%E3%83%BC%E3%83%AB%E3%83%89%E3%81%A7%E8%AD%A6%E5%91%8A%E3%81%95%E3%82%8C%E3%82%8B/ta-p/38206,CSV Supplied ID: 29692,Lithium Returned ID: 38206
https://support.mozilla.org/non-sse2-ja,https://support.mozilla.org/t5/%E3%82%A4%E3%83%B3%E3%82%B9%E3%83%88%E3%83%BC%E3%83%AB%E3%81%A8%E6%9B%B4%E6%96%B0/%E3%81%94%E4%BD%BF%E7%94%A8%E3%81%AE%E3%83%8F%E3%83%BC%E3%83%89%E3%82%A6%E3%82%A7%E3%82%A2%E3%81%AF%E5%8B%95%E4%BD%9C%E5%AF%BE%E8%B1%A1%E5%A4%96%E3%81%A7%E3%81%99/ta-p/27518,https://support.mozilla.org/t5/%E3%83%97%E3%83%A9%E3%82%A4%E3%83%90%E3%82%B7%E3%83%BC%E3%82%92%E4%BF%9D%E8%AD%B7%E3%81%99%E3%82%8B/%E5%AE%89%E5%85%A8%E3%81%A7%E3%81%AA%E3%81%84%E3%83%9A%E3%83%BC%E3%82%B8%E3%81%AE%E3%83%91%E3%82%B9%E3%83%AF%E3%83%BC%E3%83%89%E3%83%95%E3%82%A3%E3%83%BC%E3%83%AB%E3%83%89%E3%81%A7%E8%AD%A6%E5%91%8A%E3%81%95%E3%82%8C%E3%82%8B/ta-p/38206,CSV Supplied ID: 27518,Lithium Returned ID: 38206
https://support.mozilla.org/non-sse2-ja-JP-mac,https://support.mozilla.org/t5/%E3%82%A4%E3%83%B3%E3%82%B9%E3%83%88%E3%83%BC%E3%83%AB%E3%81%A8%E6%9B%B4%E6%96%B0/%E3%81%94%E4%BD%BF%E7%94%A8%E3%81%AE%E3%83%8F%E3%83%BC%E3%83%89%E3%82%A6%E3%82%A7%E3%82%A2%E3%81%AF%E5%8B%95%E4%BD%9C%E5%AF%BE%E8%B1%A1%E5%A4%96%E3%81%A7%E3%81%99/ta-p/27518,https://support.mozilla.org/t5/%E3%83%97%E3%83%A9%E3%82%A4%E3%83%90%E3%82%B7%E3%83%BC%E3%82%92%E4%BF%9D%E8%AD%B7%E3%81%99%E3%82%8B/%E5%AE%89%E5%85%A8%E3%81%A7%E3%81%AA%E3%81%84%E3%83%9A%E3%83%BC%E3%82%B8%E3%81%AE%E3%83%91%E3%82%B9%E3%83%AF%E3%83%BC%E3%83%89%E3%83%95%E3%82%A3%E3%83%BC%E3%83%AB%E3%83%89%E3%81%A7%E8%AD%A6%E5%91%8A%E3%81%95%E3%82%8C%E3%82%8B/ta-p/38206,CSV Supplied ID: 27518,Lithium Returned ID: 38206
https://support.mozilla.org/security-error-ar,https://support.mozilla.org/t5/Fix-slowness-crashing-error/How-to-troubleshoot-the-error-code-quot-SEC-ERROR-UNKNOWN-ISSUER/ta-p/35844,https://support.mozilla.org/t5/Install-and-Update/How-do-I-tell-if-I-have-the-32-bit-or-64-bit-Firefox/ta-p/35820,CSV Supplied ID: 35844,Lithium Returned ID: 35820
https://support.mozilla.org/security-error-de,https://support.mozilla.org/t5/Fix-slowness-crashing-error/How-to-troubleshoot-the-error-code-quot-SEC-ERROR-UNKNOWN-ISSUER/ta-p/35844,https://support.mozilla.org/t5/Install-and-Update/How-do-I-tell-if-I-have-the-32-bit-or-64-bit-Firefox/ta-p/35820,CSV Supplied ID: 35844,Lithium Returned ID: 35820
https://support.mozilla.org/security-error-fi,https://support.mozilla.org/t5/Fix-slowness-crashing-error/How-to-troubleshoot-the-error-code-quot-SEC-ERROR-UNKNOWN-ISSUER/ta-p/35844,https://support.mozilla.org/t5/Install-and-Update/How-do-I-tell-if-I-have-the-32-bit-or-64-bit-Firefox/ta-p/35820,CSV Supplied ID: 35844,Lithium Returned ID: 35820
https://support.mozilla.org/security-error-ja,https://support.mozilla.org/t5/%E5%95%8F%E9%A1%8C%E3%81%AE%E8%A7%A3%E6%B1%BA%E6%96%B9%E6%B3%95/%E5%AE%89%E5%85%A8%E3%81%AA%E3%82%A6%E3%82%A7%E3%83%96%E3%82%B5%E3%82%A4%E3%83%88%E3%81%A7%E3%81%AE%E3%82%A8%E3%83%A9%E3%83%BC%E3%82%B3%E3%83%BC%E3%83%89-quot-SEC-ERROR-UNKNOWN-ISSUER-quot-%E3%81%AE%E5%95%8F%E9%A1%8C%E8%A7%A3%E6%B1%BA/ta-p/28448,https://support.mozilla.org/t5/%E3%83%97%E3%83%A9%E3%82%A4%E3%83%90%E3%82%B7%E3%83%BC%E3%82%92%E4%BF%9D%E8%AD%B7%E3%81%99%E3%82%8B/%E5%AE%89%E5%85%A8%E3%81%A7%E3%81%AA%E3%81%84%E3%83%9A%E3%83%BC%E3%82%B8%E3%81%AE%E3%83%91%E3%82%B9%E3%83%AF%E3%83%BC%E3%83%89%E3%83%95%E3%82%A3%E3%83%BC%E3%83%AB%E3%83%89%E3%81%A7%E8%AD%A6%E5%91%8A%E3%81%95%E3%82%8C%E3%82%8B/ta-p/38206,CSV Supplied ID: 28448,Lithium Returned ID: 38206
